TrackName,RaceNumber,Distance,BoxNumber,GreyhoundName,HistoricalPace,CurrentOdds
Cannington,10,381,8,FEARLESS COBRA,-6.966681337187781,
Cannington,11,275,1,RAPIDO MYSTIQUE,-0.6898391490728467,
Cannington,11,275,2,SQUEEZE LI,-9.844803415864394,
Cannington,11,275,3,DOUBLE STREAMER,9.222366004900426,
Cannington,11,275,4,PREDATOR GUNDI,26.721122679631133,
Cannington,11,275,5,RED NED GUNDI,-12.022094368302866,
Cannington,11,275,6,ROCKING ROMA,-7.202996670739955,
Cannington,11,275,7,DASHING SERPENT,-13.310956160932998,
Cannington,11,275,8,WARNE MAGIC,-7.177497441854176,
Cannington,12,381,1,REINA,-8.629015981847239,
Cannington,12,381,2,LOCHINVAR LORD,-9.154280289065074,
Cannington,12,381,3,REGGAE MELODY,-13.095151578139596,
Cannington,12,381,4,ROAMIN' AROUND,-8.201428188328032,
Cannington,12,381,5,RIPPIN' PEDRO,-8.095048498023225,
Cannington,12,381,6,BOILER MAKER,-9.86979087053429,
Cannington,12,381,7,WISECRACKER,-8.195268903485518,
Cannington,12,381,8,RAPIDO PRONTO,-8.483655473838834,
Gawler,1,400,1,TOWN STRANGER,-6.721626979951016,1.05
Gawler,1,400,2,IMAGINE THE FUN,-5.656732457839801,1.05
Gawler,1,400,4,TODD KEEPING,-13.457745065666993,1.05
Gawler,1,400,6,SILK SONIC,-9.710001337076754,1.05
Gawler,1,400,8,NEEDS SPACE,-5.032814686189973,1.05
Gawler,2,400,1,MISS GRAVITY,-11.360887268697605,1.05
Gawler,2,400,2,CABAO MARBLE,-12.841880117446468,1.05
Gawler,2,400,4,ETHANOL UNLEADED,-9.622126349114357,1.05
Gawler,2,400,6,JOKER'S QUEEN,-8.949448355880861,1.05
Gawler,2,400,8,CARRY ON CASEY,-6.815565683476291,1.05
Gawler,3,400,1,COMMANDO RAID,-11.427377032446476,1.05
Gawler,3,400,2,SUPER WINGS,-18.00145373305491,1.05
Gawler,3,400,4,ARCHER TWELVE,-15.309130992543135,1.05
Gawler,3,400,5,ROLL ON COASTER,,1.05
Gawler,3,400,7,ARCHER ELEVEN,-21.169476288493748,1.05
Gawler,3,400,8,ELBOWS ALLEYWAY,-23.13450045921347,1.05
Gawler,4,400,1,NEON BLUE,-10.0143943925011,1.05
Gawler,4,400,2,LITTLE STEFANIA,-14.653037093313092,1.05
Gawler,4,400,4,SEBON DIVA,-11.43006163227326,1.05
Gawler,4,400,5,MINIATURE FURY,-12.270204582468283,1.05
Gawler,4,400,7,WAIKARIE KOBY,-10.446676116636112,1.05
Gawler,4,400,8,PHYLLOXERA FURY,-14.089511846933059,1.05
Gawler,5,400,1,CANTARA PEARL,-8.286892496571454,1.05
Gawler,5,400,2,JUST IS,-12.782841855854487,1.05
Gawler,5,400,4,PADUCAH,-5.85370848789888,1.05
Gawler,5,400,5,ICE COOL BLUE,-10.404771943891564,1.05
Gawler,5,400,7,ON THE STRIP,-12.173436610962817,1.05
Gawler,5,400,8,ALLINGA AMY,-11.48257879767271,1.05
Gawler,6,400,1,PHANTOM CARAT,-14.86526523320696,1.05
Gawler,6,400,2,ARCHER NINE,-16.508846315392365,1.05
Gawler,6,400,4,OUR LAURA ROSE,-14.91096388337552,1.05
Gawler,6,400,5,CHRISTOFF,-18.876864991233166,1.05
Gawler,6,400,7,FAR OUT LEXI,-14.303274114094998,1.05
Gawler,6,400,8,SHAKA GOES BANG,-14.843870078905777,1.05
Gawler,7,400,1,ASTON VERONA,-12.643576078209064,1.05
Gawler,7,400,2,HAYDEN'S MILK,-10.006333519345835,1.05
Gawler,7,400,4,HONEYPARK,-12.123174108903184,1.05
Gawler,7,400,5,SPLIT VISION,-12.41883540816966,1.05
Gawler,7,400,7,STEEL SKIES,-13.41776605199891,1.05
Gawler,7,400,8,TODD'S LUKA,-13.486575119617124,
Gawler,8,400,1,GRAVITATE,-15.511635267903902,1.05
Gawler,8,400,2,FORGOTTEN FURY,-13.03883390857585,1.05
Gawler,8,400,4,HUXI BEAR,-13.295012022949857,1.05
Gawler,8,400,5,SEBON DISCO,-13.162872166303245,1.05
Gawler,8,400,7,ALPHA BLOKE,-11.01397119147222,1.05
Gawler,8,400,8,SANDYCOVE,-10.580316966046034,1.05
Gawler,9,400,1,TRIVIA,-7.370748343587207,1.05
Gawler,9,400,2,OREGON HUTAN,-10.922417155048738,1.05
Gawler,9,400,4,AUSSIE WISH,-9.687802481152149,1.05
Gawler,9,400,6,NO FINES,-7.361677358733878,1.05
Gawler,9,400,8,SHE'S FIRED UP,-6.9206306868829275,1.05
Gawler,10,400,1,EAT THE TICKET,-17.74634290793297,1.05
Gawler,10,400,2,BO CRUZ,-0.45420980745321593,1.05
Gawler,10,400,4,CARRY ON IZZY,-5.206699285632981,1.05
Gawler,10,400,6,BULSARA,-6.880628920530161,1.05
Gawler,10,400,8,FLASH GORDON,-5.5375853305247515,1.05
Gunnedah,1,340,1,ORANA JOEL,,
Gunnedah,1,340,2,LUMEAH SPARKLES,-18.996887410497138,
Gunnedah,1,340,3,CASUAL MIA,,
Gunnedah,1,340,4,ORANA JOHNNY,-17.850509432185028,
Gunnedah,1,340,5,ORANA AMY,,
Gunnedah,1,340,6,BLOCKER'S MATE,-21.885598995058224,
Gunnedah,1,340,7,MY WEE LASS,,
Gunnedah,1,340,8,JUNGLE TICKET,-20.32909067305834,
Gunnedah,2,340,1,DEUCES,,
Gunnedah,2,340,2,QUITE PROMISING,-18.891972247181847,
Gunnedah,2,340,3,DRINK TO THAT,,
Gunnedah,2,340,4,LOVELY BUBBLY,-13.346351384257792,
Gunnedah,2,340,5,IRINKA CLAY,,
Gunnedah,2,340,6,JUST ADD WATER,,
Gunnedah,2,340,7,ORANA JET,,
Gunnedah,2,340,8,ORANA JASPER,,
Gunnedah,3,527,1,CREEPING MYLO,-10.03220984978395,
Gunnedah,3,527,2,MOTOR CITY TIG,-20.084852306948267,
Gunnedah,3,527,3,ZIPPING FRIDA,-16.41167289702244,
Gunnedah,3,527,4,JUNGLE MISS,-16.270444623632187,
Gunnedah,3,527,5,IMPRESS ELSA,-17.847066710203233,
Gunnedah,3,527,6,LUMEAH NANCY,-9.01761146535802,
Gunnedah,3,527,7,RAMPAGER,-17.256631931658045,
Gunnedah,3,527,8,LARAMIE KEEPING,-18.526642982987802,
Gunnedah,4,431,1,MR. CREDITS,-12.421334923832285,
Gunnedah,4,431,2,BENTLEY FISHER,-9.85455702048341,
Gunnedah,4,431,3,FANCY CHICK,-13.37359660889553,
Gunnedah,4,431,4,TRENT CRIMM,-12.694197984248335,
Gunnedah,4,431,6,GENUINE ARTICLE,-12.90853933606499,
Gunnedah,4,431,7,ZARA GO ON,-17.179173988961328,
Gunnedah,4,431,8,WE'LL SEE,-12.31485929045102,
Gunnedah,5,431,1,ELSA ABOVE,-14.208739553753048,
Gunnedah,5,431,2,LUMEAH RYAN,-8.830279311842949,
Gunnedah,5,431,3,NICMAC STAR,-12.118192471531835,
Gunnedah,5,431,4,JUNIOR CREEK,-11.402774819462604,
Gunnedah,5,431,6,NORTHERN TIGER,-12.133512187655649,
Gunnedah,5,431,7,PRIVATE JAKE,-8.661430491802058,
Gunnedah,5,431,8,LEKTRA BELLA,-13.449554830468852,
Gunnedah,6,340,1,KIANDO VITALITY,-15.636431274299179,
Gunnedah,6,340,2,KUTA BEACH,-16.22508750566277,
Gunnedah,6,340,3,ZULU MAY,-14.322244660710709,
Gunnedah,6,340,4,TWO ODD SOCKS,-17.149845498765558,
Gunnedah,6,340,5,MULWEE MAUDIE,-17.322540296951384,
Gunnedah,6,340,6,DALAIR JESS,-13.887990198666907,
Gunnedah,6,340,7,DAM PANAMA,-11.05938143921719,
Gunnedah,6,340,8,MYTHIC,-8.084017470330046,
Gunnedah,7,340,1,SWEET ZEAL,-16.7106277289023,
Gunnedah,7,340,2,SUDDEN SURPRISE,-14.201804591520169,
Gunnedah,7,340,3,RHI'S GIRL,-19.642411292077657,
Gunnedah,7,340,4,URBAN BREAM,-15.510808975226379,
Gunnedah,7,340,5,ORANA SARGE,-14.713078717635842,
Gunnedah,7,340,6,QUICK EDITION,-15.111836867664158,
Gunnedah,7,340,7,SCOOTIN' SCOOBY,-10.94929913515898,
Gunnedah,7,340,8,KIANDO HUNT,-10.781323607356878,
Gunnedah,8,340,1,PAW KINSLEY,-16.760924503279146,
Gunnedah,8,340,2,MY IRISH,-6.786048087391985,
Gunnedah,8,340,3,VERY BEST BUDDY,-15.501639579213679,
Gunnedah,8,340,4,SAY NO MAY,-13.3346600761701,
Gunnedah,8,340,5,BRONTE BEACH,-16.44708593914605,
Gunnedah,8,340,6,WINGADEE,-15.489293726311368,
Gunnedah,8,340,7,SNOOPING,-14.523397539007785,
Gunnedah,8,340,8,TRAIN TICKET,,
Gunnedah,9,340,1,MY HARLEY,-8.786089976892752,
Gunnedah,9,340,2,CASUAL ESCAPE,-12.657468611376697,
Gunnedah,9,340,3,KUNG FU PANDA,-11.94722956894499,
Gunnedah,9,340,4,ZALI JET POWER,-9.136511798855734,
Gunnedah,9,340,5,LUMEAH TAYLOR,-15.04140575081008,
Gunnedah,9,340,6,DI'S AN ANGEL,-16.459820990059352,
Gunnedah,9,340,7,FIVE LEAF CLOVER,-16.190583065446003,
Gunnedah,9,340,8,TAMARAMA BEACH,-17.112545074782915,
Gunnedah,10,340,1,BEDAZZLED BUDDY,-10.923292792717149,
Gunnedah,10,340,2,BEAR MAN,-12.106429837094268,
Gunnedah,10,340,3,WATCH THE SPEED,-18.61316274055264,
Gunnedah,10,340,4,SWEET BEVELY ANN,-10.690700134031877,
Gunnedah,10,340,5,KIANDO DIVA,-9.071961598294005,
Gunnedah,10,340,6,FLYING TANGO,-6.503949924730175,
Gunnedah,10,340,7,ZIPPING ODESSA,-12.998567624896461,
Gunnedah,10,340,8,ROYMAN,-11.50214680708371,
Gunnedah,11,340,1,FIVE MILE ROSE,-9.86117248375561,
Gunnedah,11,340,2,MOONSHINE MAN,-21.406300221274016,
Gunnedah,11,340,3,ROBBIE'S POWER,-19.093987987453506,
Gunnedah,11,340,4,LEKTRA BERT,-11.68548054253999,
Gunnedah,11,340,5,COWBOY CARTER,-7.528997611772732,
Gunnedah,11,340,6,JAMAICA RUM,-10.170437557250485,
Gunnedah,11,340,7,TALK ABOUT LILY,-9.67088109884575,
Gunnedah,11,340,8,NOAH BONKERS,-8.905379035085222,
Gunnedah,12,340,1,WARLORD NEV,-9.264456313461197,
Gunnedah,12,340,2,JOCK,-16.645047605917703,
Gunnedah,12,340,4,DENAWEN BEACH,-14.698815414529168,
Gunnedah,12,340,5,CASH RUN,-2.345974826615805,
Gunnedah,12,340,7,ZIG ZAG ZEAL,-8.02658430583991,
Gunnedah,12,340,8,JUST TRACEY,-21.476622394938303,
Meadows (MEP),1,525,1,LADY TSUNADE,-11.182700774200306,
Meadows (MEP),1,525,2,VESTA BALE,,
Meadows (MEP),1,525,4,BACK TALK,,
Meadows (MEP),1,525,5,GRAPEFRUIT WILMA,,
Meadows (MEP),1,525,7,GRAPEFRUIT YAEKO,,
Meadows (MEP),1,525,8,PAW STELLA,,
Meadows (MEP),2,525,1,ULENTA BALE,,
Meadows (MEP),2,525,2,TASTE,,
Meadows (MEP),2,525,4,CHAPPY'S HIKARI,-13.830352323606949,
Meadows (MEP),2,525,6,UNCLE STILTSKIN,,
Meadows (MEP),2,525,8,GRAPEFRUIT TITO,,
Meadows (MEP),3,525,1,DASHING DEREK,,
Meadows (MEP),3,525,2,GRAPEFRUIT SILLY,,
Meadows (MEP),3,525,4,TRIPPED OUT,,
Meadows (MEP),3,525,5,MELVIN BALE,,
Meadows (MEP),3,525,7,VICTORY YACHT,,
Meadows (MEP),3,525,8,HURRICANE,,
Meadows (MEP),4,525,1,PAW GORDY,-6.774457277372802,
Meadows (MEP),4,525,2,SHAKE IT OFF,-5.632402868146182,
Meadows (MEP),4,525,4,ASTON ALLURE,-12.39528994962322,
Meadows (MEP),4,525,6,QUEEN AVENGER,-6.189132276099889,
Meadows (MEP),4,525,8,DASHER BALE,-15.708717236281,
Meadows (MEP),5,525,1,PAW HARRY,-10.530028857657719,
Meadows (MEP),5,525,2,WHATEVER HE SAID,-8.499444904133403,
Meadows (MEP),5,525,3,ZIPPING POITIER,-7.473266035053558,
Meadows (MEP),5,525,4,ONE FOR BILL,-6.231014936550578,
Meadows (MEP),5,525,6,MONEY PALACE,-14.19879995231788,
Meadows (MEP),5,525,7,NO MORE EXTRAS,-12.415780574605815,
Meadows (MEP),5,525,8,PAW XANTHIE,-11.778998918245517,
Meadows (MEP),6,525,1,PAW BENNETT,-6.980407715475674,
Meadows (MEP),6,525,2,JUNEAU PETE,,
Meadows (MEP),6,525,3,SUPER SEAFARER,-11.39797983632823,
Meadows (MEP),6,525,4,WHISPERED,-4.5109776348948385,
Meadows (MEP),6,525,5,KIWI GEORGE,,
Meadows (MEP),6,525,6,REV KEN,-7.692507260865334,
Meadows (MEP),6,525,7,REV OBERON,-15.387306845684531,
Meadows (MEP),6,525,8,REINDEER KEITH,,
Meadows (MEP),7,525,1,IVORY RAMEN,-7.6260294639763675,
Meadows (MEP),7,525,2,GREYSYND WILL,-13.296354533375316,
Meadows (MEP),7,525,3,BLACK RAIDER,-13.804875624485234,
Meadows (MEP),7,525,4,GRAPEFRUIT RACER,,
Meadows (MEP),7,525,5,VICTORY BARRY,,
Meadows (MEP),7,525,6,VICTORY ALBERT,,
Meadows (MEP),7,525,7,POLLY TANGO,,
Meadows (MEP),7,525,8,SAM'S UNIVERSE,-14.1382848331879,
Meadows (MEP),8,600,1,MCIVOR OLLY,-14.25240979410529,
Meadows (MEP),8,600,2,CANYA DIVERSION,-12.273889279607392,
Meadows (MEP),8,600,3,GLOWING ETHICS,-13.094030963349109,
Meadows (MEP),8,600,4,REMI JOY,-5.057977444254105,
Meadows (MEP),8,600,6,BEST FOR LAST,-13.631484428225601,
Meadows (MEP),8,600,7,PAW HELION,-9.099702536446674,
Meadows (MEP),8,600,8,CANYA VIVI,-12.878940016777815,
Meadows (MEP),9,525,1,PAW LOU LOU,-9.322929267706817,
Meadows (MEP),9,525,2,WRECK JAMES,-14.02185270273929,
Meadows (MEP),9,525,3,ROWDY'S BEAST,-8.3846584777933,
Meadows (MEP),9,525,4,PAW GREGSON,-11.00836602302687,
Meadows (MEP),9,525,7,RESISTING,-7.29057873196556,
Meadows (MEP),9,525,8,ZIPPING SANDCHEZ,-5.396083573085557,
Meadows (MEP),10,525,1,AFFORDABILITY,-7.207718460268009,
Meadows (MEP),10,525,2,VELOX BALE,-5.919166657002046,
Meadows (MEP),10,525,3,IN A BIT,-12.621792480448075,
Meadows (MEP),10,525,4,SPICY SEDUCTION,-10.664746630163894,
Meadows (MEP),10,525,6,FILL YOUR BOOTS,-7.0309433552202,
Meadows (MEP),10,525,7,BLACK THUMB,-11.409842537168624,
Meadows (MEP),10,525,8,MISS ROSALEA,-14.940988738408967,
Meadows (MEP),11,525,1,WHERE'S NASSIF,-12.81332089047321,
Meadows (MEP),11,525,2,KING PLUM,-8.75782905738664,
Meadows (MEP),11,525,4,DOTTY'S GIFT,-12.714622650032242,
Meadows (MEP),11,525,6,GUNAI DAISY,-12.942825219413487,
Meadows (MEP),11,525,8,BUSTER BOURBSKI,-12.819777439545822,
Meadows (MEP),12,525,1,STAR OF VENUS,-13.718231670542988,
Meadows (MEP),12,525,2,EDWARD NIGMA,-18.957506034961995,
Meadows (MEP),12,525,4,SANTORINI BALE,-12.108980430160177,
Meadows (MEP),12,525,5,BOMB ROCKY,-17.542094616235655,
Meadows (MEP),12,525,7,BUN QUAKE,-10.94220527859251,
Meadows (MEP),12,525,8,HARVEY INTENTION,-10.807601945292049,
Q1 Lakeside,1,352,1,SMASH THE JOKER,,
Q1 Lakeside,1,352,2,SUNDOWNER STOP,-12.622660940667341,
Q1 Lakeside,1,352,3,RED HOT TWIST,-17.472569296039207,
Q1 Lakeside,1,352,4,ATOMIC BEAU,,
Q1 Lakeside,1,352,5,COUNTRY FORM,,
Q1 Lakeside,1,352,6,SIRIUS MELITA,-13.5937428684954,
Q1 Lakeside,1,352,7,LAKODA JILL,,
Q1 Lakeside,1,352,8,WEATHER MAN RICK,,
Q1 Lakeside,2,352,1,HUMPTY HUGH,-14.256060979776041,
Q1 Lakeside,2,352,2,IMMOVABLE FORCE,-12.380683394427715,
Q1 Lakeside,2,352,3,PEPPIMENARTI,-6.971641122129088,
Q1 Lakeside,2,352,4,HOT PINK DOUBLE,,
Q1 Lakeside,2,352,5,GOLDSTAR HECTOR,-8.219151546530318,
Q1 Lakeside,2,352,6,ACES KEANE,-12.680026899253422,
Q1 Lakeside,2,352,7,PATRIOT PAULINE,,
Q1 Lakeside,2,352,8,ORIGINALITY,,
Q1 Lakeside,3,352,1,SAVANNAH STARS,-16.847401462153982,
Q1 Lakeside,3,352,2,BALANCE THE TILL,,
Q1 Lakeside,3,352,3,LAKODA MILEY,-12.990258605011121,
Q1 Lakeside,3,352,4,SMASH OF GOLD,,
Q1 Lakeside,3,352,5,POOKIE BEAR,,
Q1 Lakeside,3,352,6,SEAMSTRESS,-24.515179342111047,
Q1 Lakeside,3,352,7,PANAMA FLAME,,
Q1 Lakeside,3,352,8,ATOMIC PENNY,,
Q1 Lakeside,4,352,1,HOOKED ON DOLLY,,
Q1 Lakeside,4,352,2,SMASHING DOUBLE,,
Q1 Lakeside,4,352,3,JILLIBY MERCEDES,-18.296357851978588,
Q1 Lakeside,4,352,4,JO AND SHIFTY,,
Q1 Lakeside,4,352,5,DENIM BEACH,,
Q1 Lakeside,4,352,6,POLLY'S FLAME,,
Q1 Lakeside,4,352,7,CUSTARD,-16.417109916457925,
Q1 Lakeside,4,352,8,LADY ELLOISE,,
Q1 Lakeside,5,352,1,SCRUB'S BLUE,,
Q1 Lakeside,5,352,2,NOT ROBINSON,-19.55491563089455,
Q1 Lakeside,5,352,3,KOORINGA KATE,,
Q1 Lakeside,5,352,4,RECIPROCATED,,
Q1 Lakeside,5,352,5,POLAR MAGIC,,
Q1 Lakeside,5,352,6,TAHITIAN STAR,-16.63209488724696,
Q1 Lakeside,5,352,7,TRAVELLING DEAN,,
Q1 Lakeside,5,352,8,RANGO TRON,-11.697787151595254,
Q1 Lakeside,6,352,1,NOAKI STAR,-6.675972890725414,
Q1 Lakeside,6,352,2,GOLDSTAR CRYSTAL,-14.258471862273879,
Q1 Lakeside,6,352,3,SUPER SEQUIOA,-13.344275637872983,
Q1 Lakeside,6,352,4,OXIDISATION,-9.914408058749832,
Q1 Lakeside,6,352,5,RAY'S ATTACK,-5.907295875239173,
Q1 Lakeside,6,352,6,HAVOC,-7.1198315545840725,
Q1 Lakeside,6,352,7,DONE BY NOON,-12.79314636558209,
Q1 Lakeside,6,352,8,FEDERAL JOKER,-13.0759728907254,
Q1 Lakeside,7,352,1,INSANE DANCER,-11.787599756464449,
Q1 Lakeside,7,352,2,MOJO BONE,-14.004948627894882,
Q1 Lakeside,7,352,3,GOLDSTAR GEORGE,-13.607952253749009,
Q1 Lakeside,7,352,4,ROSCOE RAY,-7.558030032744396,
Q1 Lakeside,7,352,5,KELLY'S WAY,-9.810764720613633,
Q1 Lakeside,7,352,6,BENTLEY ELSA,-4.788785808220997,
Q1 Lakeside,7,352,7,BLUE LAKODA,-4.162965131215379,
Q1 Lakeside,7,352,8,MIA'S MY GIRL,-25.055357898981722,
Q1 Lakeside,8,352,1,AUBURN QUEEN,-8.03382359857612,
Q1 Lakeside,8,352,2,TUTA QUEEN,-11.631786628743425,
Q1 Lakeside,8,352,3,GOLDSTAR HERB,-12.076885646687682,
Q1 Lakeside,8,352,4,AMREN,-10.774833206865607,
Q1 Lakeside,8,352,5,GALWAY MEG,-20.144931930960094,
Q1 Lakeside,8,352,6,SARAH STARFISH,-7.518840216827175,
Q1 Lakeside,8,352,7,TOP SHELF TIM,-9.264269515400738,
Q1 Lakeside,8,352,8,GRANDIOSE GIRL,-3.590258605011134,
Q1 Lakeside,9,352,1,CLEVERLY AVA,-11.821411234549208,
Q1 Lakeside,9,352,2,PARIS WILL WAIT,-4.218313987225275,
Q1 Lakeside,9,352,4,MILO DAVIS,-3.7829520791876363,
Q1 Lakeside,9,352,5,WHISKEY POWER,-7.215070226817522,
Q1 Lakeside,9,352,7,WHISPERING MIST,-5.425527593561989,
Q1 Lakeside,9,352,8,VIENNA ON CALL,-7.01883003358255,
Q1 Lakeside,10,352,1,BOWL CUT JEAN,-11.542217675691909,
Q1 Lakeside,10,352,2,MR. O'MALLEY,-3.7372386930254193,
Q1 Lakeside,10,352,3,SUPREME CHOICE,-7.3299483470144535,
Q1 Lakeside,10,352,4,ARKA SOLAR,-4.303315468126739,
Q1 Lakeside,10,352,5,GOLDSTAR HARMONY,-5.590258605011112,
Q1 Lakeside,10,352,6,MILLIE BEACH,-11.0294321142155,
Q1 Lakeside,10,352,7,SPRING MISTY,-6.461676914704744,
Q1 Lakeside,10,352,8,JUST TOMMY,-12.261702691191195,
Q1 Lakeside,11,352,1,MICKEY WILL,-12.91899613961893,
Q1 Lakeside,11,352,2,LUCORA,-8.265125369798826,
Q1 Lakeside,11,352,3,MINTER THRILL,-8.662739984644563,
Q1 Lakeside,11,352,4,HIGH GEARED,-3.267168995810342,
Q1 Lakeside,11,352,5,REDMAN JOHNNY,-10.519401891240813,
Q1 Lakeside,11,352,6,FORCE,-7.3433069072628445,
Q1 Lakeside,11,352,7,GOLDSTAR GRACE,-9.99025860501112,
Q1 Lakeside,11,352,8,TUKI BEACH,-7.578545171346915,
Q1 Lakeside,12,352,1,ELLIE'S LAD,-9.483073610516861,
Q1 Lakeside,12,352,2,BROTHER RONNY,-9.64203700678953,
Q1 Lakeside,12,352,3,GOLDSTAR RODNEY,-5.6759728907254,
Q1 Lakeside,12,352,4,DISCO ETHICS,-3.651862458981415,
Q1 Lakeside,12,352,5,ENTER WARP SPEED,-8.168887409999423,
Q1 Lakeside,12,352,6,SPRING TOULON,-12.488668700250432,
Q1 Lakeside,12,352,7,ACE DIVA,-5.81801508483326,
Q1 Lakeside,12,352,8,CHAMPAGNE FIZZ,-9.866663459691303,
Q1 Lakeside,13,352,1,CLIPPED,-12.778636965798988,
Q1 Lakeside,13,352,2,I'M FULLY AWARE,-1.5168957142880157,
Q1 Lakeside,13,352,3,NOAKI RADAR,-3.5031310909136897,
Q1 Lakeside,13,352,4,BONNIE IS BOUJEE,-5.82986783946852,
Q1 Lakeside,13,352,5,RUSTY ACES,-14.830476176882351,
Q1 Lakeside,13,352,6,AMAZING MILEY,-9.653359305313398,
Q1 Lakeside,13,352,7,GOLDSTAR KLEIN,-6.833105486133322,
Q1 Lakeside,13,352,8,HOPE MOO MOO,-8.747753632506148,
Q1 Lakeside,14,352,1,COALMAN JACK,-9.342321317073834,
Q1 Lakeside,14,352,2,SIRIUS SUZIE,-13.009630314382836,
Q1 Lakeside,14,352,3,SHIMMERING LIGHT,-9.35935423158689,
Q1 Lakeside,14,352,4,NINETYMILE WOW,-10.759060165027686,
Q1 Lakeside,14,352,5,SPRING TRAVIS,-9.933956741335512,
Q1 Lakeside,14,352,6,BOWLED SHANE,-15.820193627278105,
Q1 Lakeside,14,352,7,SIRIUS COCO,-10.504544319296842,
Q1 Lakeside,14,352,8,GALWAY GARTH,-18.335886123510445,
Richmond,1,320,1,HARRY UP,,
Richmond,1,320,2,WHY NOT ME,,
Richmond,1,320,4,INDIE FLY,-18.779224952591978,
Richmond,1,320,5,ALL ON BARNEY,-19.990867194659764,
Richmond,1,320,7,SHAMEFUL,,
Richmond,1,320,8,RAZOR'S SHINE,-15.455888051409573,
Richmond,2,320,1,FABIO PHOENIX,,
Richmond,2,320,2,NO EYE CONTACT,-16.421560522186628,
Richmond,2,320,3,MEMORIES WE MADE,,
Richmond,2,320,4,TEQUILA GIRL,,
Richmond,2,320,6,DARCY MAC,,
Richmond,2,320,7,SHAMELESS DREAM,,
Richmond,2,320,8,DAWN'S ONE,,
Richmond,3,320,1,DIRE,-19.940330707520836,
Richmond,3,320,2,CALLA TILLY,-9.753531551018762,
Richmond,3,320,3,IT'S NOON,-6.497542429912767,
Richmond,3,320,4,CHEEKY SLOY,-11.254766833164545,
Richmond,3,320,6,WICKED RAVEN,-7.696878278585641,
Richmond,3,320,7,NEAR IMPOSSIBLE,-8.604897141054836,
Richmond,3,320,8,SUNNYBROOK,-8.171620575858919,
Richmond,4,401,1,FOLLOW THE ACE,-17.813345560672612,
Richmond,4,401,2,CATCH ME DIVA,-6.452488541643431,
